id,created_at,text
441221258500661248,2014-03-05 14:38:40,"RT @leovandoesburg: @ECPM_official protect the freedom of religion,expression and conscience, stop human trafficking and sexual exploitatio…"
441221168750948352,2014-03-05 14:38:18,"RT @leovandoesburg: Spearheads in the @ECPM_official  ensure human dignity, priority for family, encourage sustainable economy and entrepre…"
441221117597192192,2014-03-05 14:38:06,RT @leovandoesburg: Call for freedom of education by Martina Doebrich @ECPM_official launch of the candidates
441216939198005248,2014-03-05 14:21:30,ECPM Candidates now intrduce themselves at the launch of the campaign for th European Elections in May 2014
441213169005232128,2014-03-05 14:06:31,ECPM_spearhead: 'priority for the family'
441177771516366849,2014-03-05 11:45:52,"ECPM_spearhead: 'Freedom of faith, conscience and expression'"
441172729610641408,2014-03-05 11:25:49,"MEP Belder: ""ECPM manifesto is source of inspiration for the upcoming elections"""
441172403079905280,2014-03-05 11:24:32,"MEP Belder: ""We should promote freedom of faith, conscience and expression"""
441169343196692480,2014-03-05 11:12:22,#ECPM_spearhead: 'Human Trafficking: Fighting modern-day slavery'
441160807771291648,2014-03-05 10:38:27,ECPM_spearhead: 'For an Economy that works for people'
441154455950876672,2014-03-05 10:13:13,#ECPM_spearhead: 'For a Europe of Human Dignity'
441149113854619648,2014-03-05 09:51:59,The ECPM GA is updated on the work the Advisory Council does by their president Heiner Studer.
441147179894599680,2014-03-05 09:44:18,ECPM helds General Assembly right now to adopt Election Manifesto for #EPelections
441146938386575360,2014-03-05 09:43:20,ECPM president Östman opens ECPM GA with a speech. Special attention to situation in Ukraine
440984494833553409,2014-03-04 22:57:51,"@Elena29500 Tomorrow, after the ECPM members have accepted the manifesto, it will be published on http://t.co/KKn1P7stxz"
431887294404915200,2014-02-07 20:28:49,"Join us as ECPM launches its European election campaign!
http://t.co/FqXEmMaYMY"
426669871804338176,2014-01-24 10:56:39,"ECPM: Ukraine needs new elections 
http://t.co/nuWk0TtKrt"
425946077544472576,2014-01-22 11:00:33,ECPM gravely concerned over developments in Ukraine http://t.co/54EywNj5bR
423414976154316800,2014-01-15 11:22:51,"ECPM condemns violent attack on Ukrainian opposition leader
http://t.co/pSBBsdW0pP"
423058136312729600,2014-01-14 11:44:54,ECPM calls European Commission to respect the right to life &amp; the responsibilities of Member States http://t.co/BV4nGjtqzw
422732424582164480,2014-01-13 14:10:38,"We warmly invite all #ECPM (individual) members &amp; associates to our General Assembly, on March 5 in the European Parliament in Brussels."
421682127239794688,2014-01-10 16:37:08,ECPM concerned as Belgian Parliament debates euthanasia for children http://t.co/8shOmwFey9
407477800329703424,2013-12-02 11:54:12,"""ECPM: President Yanukovich should respect choice of Ukrainian people""
http://t.co/wSCiXruohj"
407453408027615232,2013-12-02 10:17:17,'Croatians vote in favour of natural marriage' http://t.co/DPsrM4qYx1
406008420228014080,2013-11-28 10:35:25,Do you want to know what @SariEssayah will say about 'The need for a new Christian inspired paradigm'? Sign up here: http://t.co/T32zfOwah7
405692369934090241,2013-11-27 13:39:33,"ECPM President Östman:'Freedom of speech, conscience and religion crucial for a Europe of real freedom and plurality' http://t.co/6Ubht11ohS"
405315638643552256,2013-11-26 12:42:33,Do you want to know how Christian inspiration led to peace and reconciliation in a war-torn continent? Sign up here: http://t.co/9kmu9cacvb
404909486931861504,2013-11-25 09:48:39,"Did you already sign up for ""The impact of Christian thinking on the European project: past, present and future""? http://t.co/9kmu9cacvb"
403468468004990976,2013-11-21 10:22:33,"ECPM warmly invites you to ""The impact of Christian thinking on the European project: past, present and future"" http://t.co/9kmu9cacvb"
403175711076147202,2013-11-20 14:59:14,Welcome on the official Twitter account of the European Christian Political Movement (ECPM). http://t.co/KKn1P7Jwzz
